IDPOLUICAO;LAT;LONG
893;-23,5399547;-46,6807403
894;-23,5706661;-46,7296855
895;-23,5380371;-46,6894649
896;-23,5788534;-46,8165671
897;-23,556309;-46,751052
898;-23,5709533;-46,7533493
899;-23,5705066;-46,7291021
900;-23,5384856;-46,7038472
901;-23,5626539;-46,7450464
902;-23,5898796;-46,751057
903;-23,5296687;-46,6566959
904;-23,519222;-46,836739
905;-23,6214432;-46,75214
906;-23,692938;-46,7977992
907;-23,6007003;-46,6687354
908;-23,5676063;-46,7506502
909;-23,563438;-46,7566202
910;-23,5652171;-46,7425705
911;-23,5062207;-46,5948132
912;-23,5796441;-46,7622694
913;-23,5124957;-46,7891947
914;-24,0372015;-46,4938399
915;-23,6328342;-46,7977971
916;-23,4837919;-46,6573759
917;-23,5995754;-46,7856748
918;-23,5345802;-46,783699
919;-23,553169;-46,808609
920;-23,5659739;-46,7545915
921;-23,6390233;-46,7365906
922;-23,5782016;-46,616857
923;-23,5490955;-46,7935883
924;-23,5334288;-46,8083866
925;-23,549202;-46,93729
926;-23,5628255;-46,7451037
927;-23,6185012;-46,7713932
928;-23,5545093;-46,7487662
929;-23,5570235;-46,7510499
930;-23,6210294;-46,7715991
931;-23,6080147;-46,8638753
932;-23,5400848;-46,6569372
933;-23,5841033;-46,8099876
934;-23,5273692;-46,7070431
935;-23,6282366;-46,4679414
936;-23,5383942;-46,6685533
937;-23,531693;-46,789925
938;-23,5341631;-46,7226304
939;-23,590551;-46,723883
940;-23,5893425;-46,7205016
941;-23,6090531;-46,7733091
942;-23,5796307;-46,7976319
943;-23,5758834;-46,7291658
944;-23,569263;-46,8308718
945;-23,5069174;-46,7158965
946;-23,5672473;-46,7551237
947;-23,538057;-46,466753
948;-23,5394146;-46,6902051
949;-23,5634259;-46,7433907
950;-23,5694134;-46,7518038
951;-23,5714904;-46,7112168
952;-23,5805118;-46,7646561
953;-23,5616001;-46,8019342
954;-23,554076;-46,7564902
955;-23,5134404;-46,7762449
956;-23,5647163;-46,7884179
957;-23,6305655;-46,5893722
958;-23,5925009;-46,8949011
959;-23,5848984;-46,7902163
960;-23,571695;-46,77737
961;-23,5635455;-46,649116
962;-23,6017212;-46,670727
963;-23,5418819;-46,898626
964;-23,5050917;-46,7768604
965;-23,573553;-46,735214
966;-23,5410297;-46,6580185
967;-23,559407;-46,755534
968;-23,609353;-46,8678822
969;-23,576891;-46,764302
970;-23,5744861;-46,7316576
971;-23,4695468;-46,8749336
972;-23,5338846;-46,5311611
973;-23,5309657;-46,679555
974;-23,565134;-46,762743
975;-23,5849664;-46,8145081
976;-23,5394841;-46,6982084
977;-23,5671457;-46,74547
978;-23,604315;-46,924709
979;-23,5596486;-46,675422
980;-23,5758362;-46,7301589
981;-23,5407459;-46,7256528
982;-23,5539395;-46,6938506
983;-23,548716;-46,4785745
984;-23,5583712;-46,7490937
985;-23,603193;-46,792758
986;-23,6243768;-46,8057654
987;-23,5807433;-46,5780794
988;-23,5400869;-46,8605993
989;-23,6173055;-46,7328644
990;-23,5603574;-46,6840007
991;-23,4720206;-46,700499
992;-23,6334414;-46,80485
993;-23,437769;-46,806873
994;-23,6085577;-46,7276273
995;-23,583125;-46,7620891
996;-23,5845149;-46,8195014
997;-23,5613079;-46,6742508
998;-23,6194625;-47,0031656
999;-23,5616155;-46,8309696
1000;-23,5813474;-46,7668248
1001;-23,5539264;-46,7590295
1002;-23,563086;-46,754748
1003;-23,5930926;-46,743285
1004;-23,6364039;-46,7670032
1005;-23,62187;-46,92836
1006;-23,5671096;-46,751147
1007;-23,5659169;-46,7427431
1008;-23,5232866;-46,7687369
1009;-23,541838;-46,781484
1010;-23,6440078;-46,6335285
1011;-23,611216;-46,830112
1012;-23,6647389;-46,799181
1013;-21,9740623;-46,8186729
1014;-23,5449562;-46,6596605
1015;-23,5725883;-46,6511
1016;-23,5676475;-46,7457627
1017;-23,5039931;-46,7903313
1018;-23,5848984;-46,7902163
1019;-23,5394841;-46,6982084
1020;-23,5474253;-46,65488
1021;-23,519222;-46,836739
1022;-23,6222735;-46,5274546
1023;-23,5680999;-46,8396404
1024;-23,5723495;-46,7301388
1025;-23,519222;-46,836739
1026;-23,6259021;-46,7747446
1027;-23,5154047;-46,7993994
1028;-23,4503858;-46,8880066
1029;-23,5952883;-46,8311827
1030;-23,5595766;-46,6918474
1031;-23,658309;-46,670761
1032;-23,6016541;-46,6701922
1033;-23,5835461;-46,7912775
1034;-23,571055;-46,7301266
1035;-23,5829419;-46,7354235
1036;-23,647124;-47,0030339
1037;-23,4962468;-46,7130272
1038;-23,593073;-46,75784
1039;-23,5648991;-46,8475495
1040;-23,5719455;-46,7868099
1041;-23,5066042;-46,8901688
1042;-23,5567877;-46,6555293
1043;-23,6163964;-46,7871552
1044;-23,5927242;-46,6125202
1045;-23,5772902;-46,7542937
1046;-23,5474399;-46,6861723
1047;-23,5291569;-46,8332687
1048;-21,1915654;-47,7846585
1049;-23,5460949;-46,6890313
1050;-23,5704263;-46,7507083
1051;-23,4813745;-46,7879419
1052;-23,5453962;-46,6492113
1053;-23,5627208;-46,7453888
1054;-23,6120606;-46,6231405
1055;-23,5899715;-46,7704607
1056;-23,6459606;-46,7567782
1057;-23,5306656;-46,8002278
1058;-23,5759737;-46,7321349
1059;-23,5689478;-46,6514811
1060;-23,4888377;-46,8092566
1061;-23,6288484;-46,6091873
1062;-23,5564026;-46,7443436
1063;-23,564113;-46,7929198
1064;-23,651844;-46,6490868
1065;-23,5380812;-46,7967416
1066;-23,5207191;-46,7056165
1067;-23,5708582;-46,7263811
1068;-23,568826;-46,7514516
1069;-23,6001501;-46,7846661
1070;-23,507048;-46,772327
1071;-23,6777026;-46,7110943
1072;-23,5693822;-46,7646766
1073;-23,5660061;-46,7799619
1074;-23,6042861;-46,9396193
1075;-23,6350959;-46,7123034
1076;-23,5480705;-46,8218858
1077;-23,4826657;-46,4146442
1078;-23,5831335;-46,8069542
1079;-23,5114186;-46,7654533
1080;-23,7026453;-46,6219069
1081;-23,6043415;-46,7426708
1082;-23,6356158;-46,708275
1083;-23,5721497;-46,7552041
1084;-23,5742319;-46,739156
1085;-23,5542291;-46,6763141
1086;-23,5731412;-46,7398139
1087;-23,514093;-46,77037
1088;-23,6389685;-46,8560214
1089;-23,5692017;-46,6632128
1090;-23,5167516;-46,8020197
1091;-23,5664109;-46,6854747
1092;-23,5679244;-46,7481658
1093;-23,554973;-46,823506
1094;-23,5744861;-46,7316576
1095;-23,6107412;-46,8313898
1096;-23,5841841;-46,7193073
1097;-23,5411133;-46,917875
1098;-23,5691389;-46,7282549
1099;-23,549202;-46,93729
1100;-23,5586792;-46,8092876
1101;-23,5540749;-46,6929196
1102;-23,5576355;-46,8082843
1103;-22,7233228;-47,6300336
1104;-23,531409;-46,7305268
1105;-23,5635122;-46,7453686
1106;-23,6003485;-46,7966621
1107;-23,5667183;-46,8645086
1108;-23,5125929;-46,5909657
1109;-23,6653061;-46,6957471
1110;-23,5719651;-46,77737
1111;-23,5628343;-46,7452881
1112;-23,631233;-46,800213
1113;-23,5758732;-46,7452418
1114;-23,5795129;-46,7361525
1115;-23,5643623;-46,7446988
1116;-23,551983;-46,719868
1117;-23,209057;-46,8705449
1118;-23,6294495;-46,7818245
1119;-23,5661151;-46,3931073
1120;-23,4322553;-47,4619713
1121;-23,581985;-46,749481
1122;-23,5766173;-46,7642168
1123;-23,7661755;-46,7087428
1124;-23,5493884;-46,6969995
1125;-23,6550378;-46,6931654
1126;-23,5613054;-46,6905966
1127;-23,5438036;-46,6520567
1128;-23,5046826;-46,595444
1129;-23,5546666;-46,679016
1130;-23,585204;-46,736361
1131;-23,6804544;-46,6599158
1132;-23,5713036;-46,8392444
1133;-23,496662;-46,6499259
1134;-23,5112739;-46,7450309
1135;-23,5688878;-46,8192235
1136;-23,5351945;-46,8236187
1137;-23,5537938;-46,9121675
1138;-23,4948809;-46,7907865
1139;-23,5589381;-46,6729088
1140;-23,649206;-46,779438
1141;-23,6232533;-46,8136813
1142;-23,6819792;-46,612204
1143;-23,5962855;-46,6754251
1144;-23,5435953;-46,749952
1145;-23,498434;-46,786687
1146;-23,6511548;-46,8044498
1147;-23,4747166;-46,6187066
1148;-23,5566914;-46,6948418
1149;-23,6622695;-46,7542275
1150;-23,494909;-46,787762
1151;-23,5801192;-46,7975717
1152;-23,6027638;-46,7575402
1153;-23,489286;-46,6536
1154;-23,4841442;-46,6953963
1155;-23,6100001;-46,8394636
1156;-23,581799;-46,798737
1157;-23,5998219;-46,680951
1158;-23,565737;-46,760138
1159;-23,5655767;-46,6807295
1160;-23,5559928;-46,696443
1161;-23,5579985;-46,6986883
1162;-23,5920526;-46,8183495
1163;-23,5706798;-46,7446735
1164;-23,4769645;-46,6611514
1165;-23,6598852;-46,7985958
1166;-23,5407286;-46,6481749
1167;-23,5712607;-46,7622452
1168;-23,5848984;-46,7902163
1169;-23,6230514;-46,9261007
1170;-23,5349275;-46,6696102
1171;-23,5825856;-46,7672353
1172;-23,5923939;-46,9177603
1173;-23,5853473;-46,7465802
1174;-23,5338192;-46,8279802
1175;-23,6194615;-46,7852858
1176;-23,576147;-46,7292577
1177;-23,527657;-46,708706
1178;-23,623048;-46,950842
1179;-23,5370435;-46,8094701
1180;-23,5823741;-46,7358407
1181;-23,6812668;-47,0285159
1182;-23,5883468;-46,6367702
1183;-23,5377646;-46,5990639
1184;-23,6170069;-46,7362419
1185;-23,6180325;-46,6531268
1186;-23,6102124;-46,7637308
1187;-23,5903374;-46,8030538
1188;-23,5631552;-46,7260923
1189;-23,5795762;-46,8768551
1190;-23,5280715;-46,8292827
1191;-23,57663;-46,735957
1192;-23,6193227;-46,7541991
1193;-23,5606621;-46,6896394
1194;-23,5489605;-46,7456331
1195;-23,578889;-46,759249
1196;-23,6156581;-46,6425049
1197;-23,6571931;-46,6992535
1198;-23,5333606;-46,7106794
1199;-23,6115466;-46,8344808
1200;-23,5921036;-46,5811092
1201;-23,566275;-46,706384
1202;-23,5049475;-46,718242
1203;-23,5921792;-46,7205465
1204;-23,5896027;-46,4006301
1205;-23,6635576;-46,740338
1206;-23,5986335;-46,7860639
1207;-23,5763907;-46,7604157
1208;-23,5451982;-46,8318872
1209;-23,5814913;-46,6729899
1210;-23,5788539;-46,719226
1211;-23,5577201;-46,7189859
1212;-23,5509932;-46,6988279
1213;-23,5922839;-46,7978264
1214;-23,6471739;-46,7960293
1215;-23,5743806;-46,7524145
1216;-23,6434425;-46,8021319
1217;-23,5818736;-46,7610433
1218;-23,4980197;-46,7398843
1219;-23,569316;-46,755952
1220;-23,5388177;-46,7191262
1221;-23,573057;-46,755154
1222;-23,5756314;-46,7495365
1223;-23,5948445;-46,45428
1224;-23,5790183;-46,7541553
1225;-23,5352841;-46,8221594
1226;-23,5259792;-46,8274302
1227;-22,9840997;-46,8479765
1228;-23,5842134;-46,8344872
1229;-23,5962855;-46,6754251
1230;-23,532997;-46,656528
1231;-23,6163964;-46,7871552
1232;-23,5344617;-46,3357696
1233;-23,5747771;-46,8563773
1234;-23,593084;-46,7863863
1235;-23,5422611;-46,7033353
1236;-23,581043;-46,745526
1237;-23,51428;-46,8043349
1238;-23,5783913;-46,7607643
1239;-23,548943;-46,638817
1240;-23,5724585;-46,7317523
1241;-23,6222528;-46,7966775
1242;-23,5991216;-46,620955
1243;-23,5476521;-46,706092
1244;-23,531693;-46,789925
1245;-23,5072713;-46,8973119
1246;-23,5689342;-46,7285141
1247;-23,565601;-46,776205
1248;-23,9316147;-46,4036688
1249;-23,6737628;-46,7949983
1250;-23,5903279;-46,7638322
1251;-23,5432894;-46,67055
1252;-23,573597;-46,759292
1253;-23,5398602;-46,7141132
1254;-23,5471277;-46,7541465
1255;-23,5801792;-46,7684694
1256;-23,5727416;-46,7335629
1257;-23,6213133;-46,7824234
1258;-23,5536994;-46,7551955
1259;-23,5479904;-46,5673943
1260;-23,5429002;-46,6953997
1261;-23,6125751;-46,533542
1262;-23,5317652;-46,8397446
1263;-23,5744624;-46,7247271
1264;-23,583748;-46,8103298
1265;-23,543458;-46,8279026
1266;-23,562504;-46,745062
1267;-23,5762848;-46,7577861
1268;-23,5855411;-46,71916
1269;-23,6054645;-46,6359058
1270;-23,6310801;-46,751252
1271;-23,321172;-51,1359793
1272;-23,567436;-46,6897202
1273;-23,5626417;-46,7904462
1274;-23,5841154;-46,7529687
1275;-23,537739;-46,7574257
1276;-23,6226622;-46,7899579
1277;-23,5988584;-46,6846375
1278;-23,5801192;-46,7975717
1279;-23,627362;-46,7588854
1280;-23,5710255;-46,7323767
1281;-23,6296076;-46,8126166
1282;-23,5736053;-46,7402487
1283;-23,5698391;-46,7451326
1284;-23,450001;-46,733334
1285;-23,0756857;-47,2012922
1286;-23,2941875;-46,7330384
1287;-23,5353262;-46,6317138
1288;-23,6194625;-47,0031656
1289;-23,5794741;-46,7643694
1290;-23,6113017;-46,639373
1291;-23,571779;-46,7924693
1292;-23,5699473;-46,7308006
1293;-23,5830264;-46,7496879
1294;-23,5330395;-46,7166177
1295;-23,6523199;-46,7841553
1296;-23,5628394;-46,5934047
1297;-23,5416136;-46,8304021
1298;-23,5756545;-46,7328976
1299;-23,5534565;-46,9090537
1300;-23,54586;-46,7168856
1301;-23,6374615;-46,7767225
1302;-23,5995672;-46,7371155
1303;-23,7230341;-46,6930499
1304;-23,537893;-46,649359
1305;-23,531693;-46,789925
1306;-23,572647;-46,7565351
1307;-23,574717;-46,799854
1308;-23,5334494;-46,7014926
1309;-23,61966;-46,6296449
1310;-23,586538;-46,7386688
1311;-23,5869864;-46,7177788
1312;-23,5752376;-46,7506583
1313;-23,5407971;-46,8322585
1314;-23,5088282;-46,8938694
1315;-23,4953486;-46,6465172
1316;-23,5653661;-46,7971747
1317;-23,70449;-46,545812
1318;-23,5368688;-46,5881702
1319;-23,571695;-46,77737
1320;-23,569232;-46,7526004
1321;-23,4912534;-46,5732331
1322;-23,5512146;-46,787672
1323;-23,6102124;-46,7637308
1324;-23,557024;-46,7452599
1325;-23,6140768;-46,636555
1326;-23,589101;-46,797079
1327;-23,5781009;-46,7348068
1328;-23,6768506;-46,6312944
1329;-22,9200177;-47,0610569
1330;-23,571695;-46,77737
1331;-23,5442908;-46,7089856
1332;-23,6477606;-46,8699501
1333;-23,4536607;-46,6759989
1334;-23,5827812;-46,7623844
1335;-23,5604723;-46,7550978
1336;-23,6483736;-46,7703001
1337;-23,5606039;-46,6789525
1338;-23,6646507;-46,7590986
1339;-23,6201074;-46,761466
1340;-23,4847681;-46,7288721
1341;-23,5799003;-46,8138753
1342;-23,5037864;-46,4129521
1343;-23,537643;-47,1350749
1344;-23,6607586;-46,7756418
1345;-23,5282409;-46,5583153
1346;-23,5035986;-46,7083043
1347;-23,5535557;-46,9222065
1348;-23,4931781;-46,6386884
1349;-23,5794892;-46,7676047
1350;-23,5540788;-46,6928729
1351;-23,572629;-46,749278
1352;-23,5739172;-46,7364765
1353;-23,5406676;-46,7593136
1354;-23,5281052;-46,6769096
1355;-23,5308024;-46,4656709
1356;-23,531693;-46,789925
1357;-23,5469004;-46,6582504
1358;-23,5282543;-46,6292287
1359;-23,5801192;-46,7975717
1360;-23,5832982;-46,7472889
1361;-23,5812829;-46,7741606
1362;-23,5587569;-46,7891053
1363;-23,5919047;-46,7441103
1364;-23,571695;-46,77737
1365;-23,519222;-46,836739
1366;-23,6634528;-46,740161
1367;-23,5609035;-46,7484544
1368;-23,5512339;-47,087731
1369;-23,6057463;-46,7392532
1370;-23,5568496;-46,744849
1371;-23,5582337;-46,7044561
1372;-23,585503;-46,736588
1373;-23,5657815;-46,6900766
1374;-23,6579507;-46,6925657
1375;-23,4974865;-46,7697036
1376;-23,5631301;-46,6612146
1377;-23,555399;-46,943584
1378;-23,5606418;-46,8736302
1379;-23,5659852;-46,7427728
1380;-23,581511;-46,7415679
1381;-23,5659574;-46,777992
1382;-23,5789246;-46,7913737
1383;-23,5700697;-46,7448504
1384;-23,5426408;-46,7225652
1385;-23,5728128;-46,7604835
1386;-23,5795762;-46,8768551
1387;-23,729979;-46,762581
1388;-23,5376126;-46,8252502
1389;-23,574493;-46,6139775
1390;-23,5851701;-46,8278075
1391;-23,5765321;-46,7289227
1392;-23,5715042;-46,8186142
1393;-23,5719545;-46,7411981
1394;-23,4738146;-46,6323063
1395;-23,5759383;-46,7485007
1396;-23,5439809;-46,7730328
1397;-23,5878336;-46,7394831
1398;-23,5949015;-46,742005
1399;-23,586354;-46,780331
1400;-23,531693;-46,789925
1401;-23,5605976;-46,65162
1402;-23,579699;-46,7464429
1403;-23,5734237;-46,7170006
1404;-23,5705602;-46,7510116
1405;-23,5936143;-46,7666077
1406;-23,6179255;-46,7863312
1407;-23,5805635;-46,7392324
1408;-23,646555;-46,7883469
1409;-23,607832;-46,75288
1410;-23,5334288;-46,8083866
1411;-23,5654159;-46,7585828
1412;-23,520997;-46,5147299
1413;-23,6137664;-46,6359265
1414;-23,569232;-46,7526004
1415;-23,5783975;-46,7294647
1416;-23,5681115;-46,7614969
1417;-23,5634918;-46,6991812
1418;-23,5805118;-46,7646561
1419;-23,6026119;-46,6495897
1420;-23,5652388;-46,6955043
1421;-23,5654353;-46,7430652
1422;-23,5795247;-46,7952068
1423;-23,540379;-46,6513464
1424;-23,6635576;-46,740338
1425;-23,5220358;-46,5278114
1426;-23,6022349;-46,8243902
1427;-23,569295;-46,7273667
1428;-23,595186;-46,8491694
1429;-23,5709429;-46,7054108
1430;-23,6098247;-46,8394749
1431;-23,5798607;-46,7597061
1432;-23,587206;-46,800648
1433;-23,5709362;-46,7556498
1434;-23,6115924;-46,8669061
1435;-23,5960808;-46,7511068
1436;-23,5528057;-46,7569852
1437;-23,547207;-46,77794
1438;-23,5795762;-46,8768551
1439;-23,5801192;-46,7975717
1440;-23,549202;-46,93729
1441;-23,5350804;-46,7609513
1442;-23,5817785;-46,8255594
1443;-23,5726225;-46,793512
1444;-23,557303;-46,6739014
1445;-23,66261;-46,786836
1446;-23,5534739;-46,8246365
1447;-23,6140987;-46,7216264
1448;-23,6118504;-46,7909097
1449;-23,5274986;-46,8273774
1450;-23,5476787;-46,4503941
1451;-23,6125827;-46,6333381
1452;-23,6124773;-46,849927
1453;-23,5476347;-46,7974917
1454;-23,6097532;-46,6307362
1455;-23,513551;-46,8590155
1456;-23,4919243;-46,4005376
1457;-23,5754667;-46,7389049
1458;-23,5672047;-46,750582
1459;-23,5465243;-46,6978544
1460;-23,513933;-46,770405
1461;-23,5278007;-46,7262001
1462;-23,5528931;-46,7645987
1463;-23,5740787;-46,7532629
1464;-23,6164405;-46,8548835
1465;-23,629781;-46,7682978
1466;-23,6439024;-46,7606431
1467;-23,705675;-46,420467
1468;-23,5717372;-46,7252941
1469;-23,493843;-46,6261591
1470;-23,5292198;-46,8295325
1471;-23,5912549;-46,7900418
1472;-23,5926419;-46,7629394
1473;-23,6030637;-46,7963837
1474;-23,5561356;-46,761099
1475;-23,6098247;-46,8394749
1476;-23,5404449;-46,6783161
1477;-23,5999407;-46,7757714
1478;-23,5775869;-46,8230602
1479;-23,519222;-46,836739
1480;-23,5408814;-46,6822471
1481;-23,5881147;-46,7804319
1482;-23,5823359;-46,6801929
1483;-23,5513811;-46,7471249
1484;-23,5378623;-46,8923091
1485;-23,5759165;-46,7546058
1486;-23,5390448;-46,7318861
1487;-23,50164;-46,786015
1488;-23,5561961;-46,7510907
1489;-23,5963316;-46,7280367
1490;-23,5938034;-46,4124741
1491;-23,5739024;-46,7386981
1492;-23,3926576;-46,4418372
1493;-23,5689342;-46,7285141
1494;-23,519222;-46,836739
1495;-23,5697878;-46,7531294
1496;-23,5448651;-46,7415238
1497;-23,625238;-46,7511759
1498;-23,5848984;-46,7902163
1499;-23,6006541;-46,7578462
1500;-23,5424957;-46,6561587
1501;-23,6122208;-46,7291524
1502;-23,564374;-46,7425683
1503;-23,5620207;-46,7449213
1504;-23,6122959;-46,7388531
1505;-23,527221;-46,7312283
1506;-23,5619132;-46,670349
1507;-23,5816622;-46,7645185
1508;-23,5863985;-46,6245037
1509;-23,5719723;-46,7129188
1510;-23,5990244;-46,9113092
1511;-23,4929894;-46,5923571
1512;-23,5797335;-46,7653773
1513;-23,5930407;-46,6711542
1514;-23,54161;-46,6838039
1515;-23,5801123;-46,8210839
1516;-23,7405393;-46,5506776
1517;-23,5464848;-46,7585282
1518;-23,5704755;-46,7507347
1519;-23,580533;-46,6245894
1520;-23,5683956;-46,8335146
1521;-23,6176029;-46,785934
1522;-23,574202;-46,802689
1523;-23,563405;-46,7433334
1524;-23,5734756;-46,7469273
1525;-23,6059354;-46,724225
1526;-23,5603574;-46,6840007
1527;-23,614114;-46,8385751
1528;-23,6162013;-46,6305661
1529;-23,5718145;-46,7410538
1530;-23,5418649;-46,7024534
1531;-23,6564742;-46,7064478
1532;-23,322826;-46,725021
1533;-23,553991;-46,7567136
1534;-23,5666592;-46,7495022
1535;-23,6054875;-46,7783329
1536;-23,6200551;-46,7506591
1537;-23,565291;-46,8107795
1538;-23,575506;-46,801239
1539;-23,5392826;-46,7161162
1540;-23,5186098;-46,4966142
1541;-23,5846659;-46,7910932
1542;-23,6008616;-46,6721162
1543;-23,5831969;-46,5434727
1544;-23,5832997;-46,7609423
1545;-23,5933452;-46,7619328
1546;-23,5786046;-46,7563266
1547;-23,5719651;-46,77737
1548;-23,5796847;-46,7507943
1549;-23,585892;-46,8127222
1550;-23,4995493;-46,6845464
1551;-23,5394083;-46,4643672
1552;-23,4057773;-46,7461105
1553;-23,5851987;-46,7201355
1554;-23,5389882;-46,8047855
1555;-23,6289546;-46,6328882
1556;-23,5552388;-46,6999872
1557;-23,5752588;-46,776888
1558;-23,6549003;-46,791437
1559;-23,698799;-46,571793
1560;-23,6200021;-46,8008385
1561;-23,4915245;-46,6189845
1562;-23,7107313;-46,8460985
1563;-23,532456;-46,82331
1564;-23,5331418;-46,7101992
1565;-23,6575323;-46,3738882
1566;-23,5350935;-46,8078664
1567;-23,5922839;-46,7978264
1568;-23,6169029;-46,7662395
1569;-23,5680879;-46,7444283
1570;-23,5438666;-46,7755938
1571;-23,6209358;-46,7632703
1572;-23,5618101;-46,6742422
1573;-23,5649127;-46,7458995
1574;-23,5702789;-46,7304621
1575;-23,628849;-46,7643268
1576;-23,6344058;-46,7300429
1577;-23,603028;-46,779362
1578;-23,5460199;-46,7430432
1579;-23,5391725;-46,6526452
1580;-23,5725998;-46,7393419
1581;-24,566668;-48,700001
1582;-23,7086025;-46,5382987
1583;-22,7219516;-47,6461268
1584;-23,6333278;-46,6920725
1585;-23,5713242;-46,7936972
1586;-23,6172709;-46,646246
1587;-23,6234924;-46,7854163
1588;-23,531693;-46,789925
1589;-23,602128;-46,786899
1590;-23,5772531;-46,7525609
1591;-23,604779;-46,6724467
1592;-23,5461686;-46,6967525
1593;-23,5873722;-46,6229271
1594;-23,5721063;-46,7451021
1595;-23,6408309;-46,7046737
1596;-23,4778866;-46,6539772
1597;-23,5699359;-46,7592351
1598;-23,5509932;-46,6988279
1599;-23,531693;-46,789925
1600;-23,4975562;-46,648985
1601;-23,5669708;-46,7481082
1602;-23,5329731;-46,6860653
1603;-23,4053199;-46,7603377
1604;-23,5743059;-46,7231603
1605;-23,5913033;-46,7291526
1606;-23,6318849;-46,6426634
1607;-23,603734;-46,782067
1608;-23,659846;-46,8589459
1609;-23,5928715;-46,7911551
1610;-23,6199144;-46,7693445
1611;-23,6085304;-46,8994313
1612;-23,540057;-46,8050082
1613;-23,6647781;-46,6532433
1614;-23,5099377;-46,3994631
1615;-23,5685954;-46,7495219
1616;-23,549363;-46,7445088
1617;-23,5274936;-46,8222714
1618;-23,6773856;-46,7872389
1619;-23,5688346;-46,7606095
1620;-23,6014788;-46,8414426
1621;-23,59965;-46,7854953
1622;-23,571695;-46,77737
1623;-23,549202;-46,93729
1624;-23,6038041;-46,7713
1625;-23,5690978;-46,7901377
1626;-23,484826;-46,5862151
1627;-23,566603;-46,782097
1628;-23,6088639;-46,5574048
1629;-23,5716775;-46,7428114
1630;-23,5363875;-46,8205578
1631;-23,6080479;-46,6751407
1632;-23,5651647;-46,655098
1633;-23,5793434;-46,8089512
1634;-23,5994191;-46,6778385
1635;-23,5682886;-46,7643546
1636;-23,531693;-46,789925
1637;-23,5757074;-46,8128592
1638;-23,6505667;-46,6565938
1639;-23,5427841;-46,8309176
1640;-23,6020235;-46,7942721
1641;-23,6204514;-46,934087
1642;-23,5599756;-46,7497373
1643;-23,5966795;-46,7617599
1644;-23,529196;-46,6758671
1645;-23,5377327;-46,8915088
1646;-23,5795247;-46,7952068
1647;-23,5715143;-46,7505757
1648;-23,5536972;-46,7576852
1649;-24,0364694;-46,5228632
1650;-23,5424046;-46,6839891
1651;-23,5522255;-46,7890776
1652;-23,5689135;-46,7602575
1653;-23,5611009;-46,6833746
1654;-23,5736271;-46,7772242
1655;-23,531693;-46,789925
1656;-23,4494163;-46,8855172
1657;-23,4365393;-46,7331682
1658;-23,568006;-46,7534317
1659;-23,546687;-46,698036
1660;-23,6050873;-46,6380004
1661;-23,5293541;-46,8141199
1662;-23,5777534;-46,7563558
1663;-23,6486332;-46,6964255
1664;-23,56527;-46,749336
1665;-23,5712778;-46,6335802
1666;-23,4300367;-46,5271206
1667;-23,660235;-46,8144133
1668;-23,5823585;-46,7593309
1669;-23,5932496;-46,730397
1670;-23,5795762;-46,8768551
1671;-23,548281;-46,9288785
1672;-23,6353264;-46,6388854
1673;-23,6648796;-46,6377602
1674;-23,4886247;-46,5792343
1675;-23,4773055;-46,8549204
1676;-23,5596019;-46,6917863
1677;-23,6299862;-46,7010096
1678;-23,6763776;-46,7428006
1679;-23,6301996;-46,6856902
1680;-23,5966699;-46,7851356
1681;-23,5741841;-46,7402734
1682;-23,1767626;-46,904104
1683;-23,5488672;-46,8062761
1684;-23,5734841;-46,7281189
1685;-23,4588682;-46,6541561
1686;-23,5819043;-46,7530703
1687;-23,5075081;-46,7022557
1688;-23,531693;-46,789925
1689;-23,5576304;-46,8337261
1690;-23,6123792;-46,7294885
1691;-23,5834723;-46,7511112
1692;-23,5708685;-46,7308379
1693;-23,5781009;-46,7348068
1694;-23,5803535;-46,7236718
1695;-23,5748621;-46,7582763
1696;-23,5704755;-46,7507347
1697;-23,5754432;-46,6449773
1698;-23,5469291;-46,898137
1699;-23,566183;-46,7942417
1700;-23,5652263;-46,7563129
1701;-23,5693054;-46,7293361
1702;-23,5878336;-46,7394831
1703;-23,514093;-46,77037
1704;-23,5764132;-46,7568103
1705;-23,5624726;-46,745562
1706;-23,5536994;-46,7551955
1707;-23,5696003;-46,7299526
1708;-23,5559993;-46,7516885
1709;-23,5736271;-46,7772242
1710;-23,484827;-46,8448743
1711;-23,531693;-46,789925
1712;-23,450071;-46,57779
1713;-23,6865308;-46,6828277
1714;-23,6060765;-46,7440187
1715;-23,6309006;-46,7596497
1716;-23,5960952;-47,0281292
1717;-23,5703764;-46,7478925
1718;-23,4961299;-46,6862845
1719;-23,593751;-46,740449
1720;-23,6027183;-46,7547643
1721;-23,5388852;-46,681141
1722;-23,5349875;-46,4021716
1723;-23,5716669;-46,6576138
1724;-23,5634467;-46,6822211
1725;-23,6263208;-46,7398347
1726;-23,569359;-46,763721
1727;-22,9200803;-47,046905
1728;-23,5803583;-46,7667666
1729;-23,6618463;-46,5327526
1730;-23,5873051;-46,7724463
1731;-23,5681525;-46,7915382
1732;-23,539218;-46,819786
1733;-23,5888874;-46,7857101
1734;-23,5713858;-46,7585258
1735;-23,5719651;-46,77737
1736;-23,563405;-46,7433334
1737;-23,6441113;-46,9007844
1738;-23,5380238;-46,5989063
1739;-23,5623738;-46,6762614
1740;-23,5342098;-46,8261031
1741;-23,5427956;-46,721485
