,304.0,304.25,304.5,304.75,305.0,305.25,305.5,305.75,306.0,306.25,306.5,306.75,307.0,307.25,307.5,307.75,308.0,308.25,308.5,308.75,309.0,309.25,309.5,309.75,310.0,310.25,310.5,310.75,311.0,311.25,311.5,311.75,312.0,312.25,312.5,312.75,313.0,313.25,313.5,313.75,314.0,314.25,314.5,314.75,315.0,315.25,315.5,315.75,316.0,316.25,316.5,316.75,317.0,317.25,317.5,317.75,318.0,318.25,318.5,318.75,319.0,319.25,319.5,319.75,320.0
-18.0,99494.38125,99388.78125,99275.18125000001,99175.98125000001,99086.38125,97607.98125000001,97894.38125,97329.58125,97455.98125000001,96889.58125,95516.78125,92391.98125000001,91879.98125000001,92593.58125,93540.78125,93699.18125000001,92167.98125000001,93243.18125000001,93182.38125,93155.18125000001,92860.78125,93564.78125,94758.38125,95851.18125000001,95151.98125000001,93839.98125000001,94215.98125000001,92811.18125000001,93475.18125000001,94014.38125,93476.78125,93265.58125,92844.78125,92235.18125000001,92187.18125000001,92167.98125000001,93009.58125,93783.98125000001,93102.38125,92803.18125000001,92225.58125,92550.38125,92646.38125,93929.58125,93342.38125,92175.98125000001,92755.18125000001,92030.38125,91079.98125000001,88942.38125,91835.18125000001,91889.58125,91011.18125000001,91249.58125,93908.78125,96132.78125,96091.18125000001,94998.38125,95647.98125000001,96380.78125,98019.18125000001,98334.38125,98921.58125,99804.78125,100433.58125
-18.25,99503.98125000001,99404.78125,99268.78125,99119.98125000001,98876.78125,97222.38125,97660.78125,96971.18125000001,97007.98125000001,96491.18125000001,95550.38125,92783.98125000001,92062.38125,92252.78125,93391.98125000001,94158.38125,93441.58125,93409.58125,94137.58125,94353.58125,93545.58125,93395.18125000001,94083.18125000001,95540.78125,95587.18125000001,94587.18125000001,94684.78125,94508.78125,94087.98125000001,94631.98125000001,94375.98125000001,93982.38125,92860.78125,92835.18125000001,92793.58125,92243.18125000001,92230.38125,92204.78125,91471.98125000001,92574.38125,91649.58125,92767.98125000001,93244.78125,93983.98125000001,92569.58125,92718.38125,94505.58125,94727.98125000001,91097.58125,88019.18125000001,89385.58125,90268.78125,92451.18125000001,93668.78125,95471.98125000001,95975.98125000001,97305.58125,96950.38125,96943.98125000001,97219.18125000001,97734.38125,98700.78125,99206.38125,100039.98125000001,100742.38125
-18.5,99556.78125,99431.98125000001,99278.38125,99113.58125,98500.78125,97908.78125,97835.18125000001,97143.98125000001,97020.78125,96857.58125,95729.58125,93844.78125,92675.18125000001,92134.38125,92487.98125000001,93230.38125,93905.58125,94415.98125000001,94964.78125,94921.58125,94614.38125,94833.58125,95163.18125000001,95801.58125,96187.18125000001,95598.38125,95567.98125000001,95303.98125000001,94046.38125,92943.98125000001,93742.38125,92921.58125,93443.18125000001,93273.58125,92668.78125,91772.78125,91193.58125,91137.58125,91374.38125,91297.58125,91727.98125000001,92790.38125,93790.38125,94444.78125,92771.18125000001,93124.78125,94150.38125,94579.18125000001,91542.38125,88959.98125000001,89779.18125000001,91783.98125000001,92582.38125,93334.38125,93891.18125000001,95721.58125,98063.98125000001,98039.98125000001,96446.38125,96190.38125,96339.18125000001,98511.98125000001,99598.38125,100295.98125000001,100790.38125
-18.75,99577.58125,99441.58125,99326.38125,99228.78125,97638.38125,97051.18125000001,97518.38125,97135.98125000001,96443.18125000001,95715.18125000001,94702.38125,94156.78125,93060.78125,92407.98125000001,92838.38125,93830.38125,93913.58125,94790.38125,95406.38125,95543.98125000001,95470.38125,94870.38125,95769.58125,96092.78125,95987.18125000001,95532.78125,94750.38125,94332.78125,93062.38125,92211.18125000001,92582.38125,92511.98125000001,91444.78125,91126.38125,91380.78125,91537.58125,90286.38125,90521.58125,91748.78125,91159.98125000001,91939.18125000001,92177.58125,93961.58125,94644.78125,94371.18125000001,93838.38125,93831.98125000001,94403.18125000001,93110.38125,89631.98125000001,91259.18125000001,93300.78125,92367.98125000001,92398.38125,92539.18125000001,95540.78125,98251.18125000001,98670.38125,97502.38125,97012.78125,97159.98125000001,98881.58125,99598.38125,100252.78125,100862.38125
-19.0,99598.38125,99513.58125,99438.38125,99297.58125,96476.78125,95647.98125000001,96310.38125,97380.78125,96478.38125,95227.18125000001,94494.38125,94439.98125000001,94263.98125000001,93691.18125000001,94353.58125,94686.38125,94831.98125000001,94923.18125000001,95663.98125000001,96003.18125000001,96315.18125000001,96243.18125000001,96193.58125,95815.98125000001,95327.98125000001,95283.18125000001,94673.58125,93975.98125000001,93639.98125000001,93100.78125,92407.98125000001,91726.38125,91887.98125000001,90964.78125,90927.98125000001,91315.18125000001,90851.18125000001,90335.98125000001,91287.98125000001,90591.98125000001,91051.18125000001,92215.98125000001,94249.58125,94385.58125,93924.78125,93787.18125000001,93035.18125000001,93563.18125000001,93801.58125,90598.38125,91991.98125000001,93598.38125,93199.98125000001,94127.98125000001,94500.78125,97927.98125000001,98638.38125,98790.38125,98428.78125,98001.58125,96006.38125,98425.58125,99566.38125,100257.58125,101006.38125
-19.25,99671.98125000001,99596.78125,99524.78125,99124.78125,97519.98125000001,94395.18125000001,94167.98125000001,97028.78125,96291.18125000001,95001.58125,94953.58125,94126.38125,94567.98125000001,95233.58125,95390.38125,95580.78125,94851.18125000001,94563.18125000001,95721.58125,96363.18125000001,96731.18125000001,96652.78125,96423.98125000001,96044.78125,95299.18125000001,94673.58125,94753.58125,94406.38125,93897.58125,93407.98125000001,92918.38125,92038.38125,90931.18125000001,90982.38125,90716.78125,91244.78125,91492.78125,91059.18125000001,90497.58125,89967.98125000001,90241.58125,92508.78125,93923.18125000001,93982.38125,93908.78125,93399.98125000001,93145.58125,92999.98125000001,93607.98125000001,91753.58125,90174.38125,94113.58125,93857.58125,94201.58125,97073.58125,98395.18125000001,97425.58125,96655.98125000001,95905.58125,98532.78125,97924.78125,98294.38125,98731.18125000001,100355.18125000001,101225.58125
-19.5,99771.18125000001,99699.18125000001,99638.38125,97774.38125,97713.58125,95945.58125,93935.98125000001,95796.78125,95803.18125000001,94577.58125,95358.38125,95124.78125,95305.58125,95923.18125000001,96529.58125,96228.78125,95676.78125,94537.58125,95990.38125,96454.38125,96929.58125,96721.58125,96014.38125,95919.98125000001,95521.58125,95142.38125,94942.38125,94702.38125,94183.98125000001,93599.98125000001,92937.58125,92571.18125000001,91609.58125,90579.18125000001,90371.18125000001,90267.18125000001,91126.38125,90737.58125,90819.18125000001,89563.18125000001,90836.78125,93572.78125,93903.98125000001,93839.98125000001,93913.58125,93139.18125000001,93297.58125,92375.98125000001,93204.78125,92374.38125,90198.38125,92863.98125000001,92340.78125,93337.58125,97839.98125000001,95950.38125,95099.18125000001,96006.38125,97179.18125000001,98623.98125000001,98905.58125,99263.98125000001,100011.18125000001,100855.98125000001,101441.58125
-19.75,99710.38125,99660.78125,99252.78125,96988.78125,96951.98125000001,97059.18125000001,96089.58125,94190.38125,94839.98125000001,94862.38125,95734.38125,95924.78125,95950.38125,96209.58125,96505.58125,96718.38125,96011.18125000001,95484.78125,96046.38125,96516.78125,96862.38125,96459.18125000001,96529.58125,96281.58125,96275.18125000001,95924.78125,95638.38125,94899.18125000001,94404.78125,94310.38125,93991.98125000001,93835.18125000001,92995.18125000001,92270.38125,90817.58125,89910.38125,89342.38125,89068.78125,89811.18125000001,89830.38125,91719.98125000001,93737.58125,93953.58125,93215.98125000001,93236.78125,92542.38125,92745.58125,92156.78125,92443.18125000001,91897.58125,92078.38125,92719.98125000001,93361.58125,95526.38125,97910.38125,95092.78125,93211.18125000001,96239.98125000001,97958.38125,97687.98125000001,97551.98125000001,97695.98125000001,97825.58125,100767.98125000001,101518.38125
-20.0,99614.38125,99449.58125,98518.38125,97683.18125000001,97508.78125,97569.58125,95833.58125,94553.58125,95243.18125000001,95262.38125,95833.58125,96644.78125,96502.38125,96156.78125,96337.58125,96911.98125000001,96679.98125000001,96254.38125,96518.38125,96668.78125,96993.58125,96913.58125,96396.78125,96257.58125,96561.58125,96284.78125,96036.78125,95969.58125,95263.98125000001,95363.18125000001,95393.58125,95054.38125,94835.18125000001,94361.58125,93841.58125,90425.58125,89108.78125,88612.78125,89790.38125,91063.98125000001,93252.78125,93828.78125,93502.38125,92100.78125,92782.38125,92839.98125000001,91486.38125,92265.58125,90593.58125,90262.38125,90769.58125,93001.58125,93367.98125000001,96399.98125000001,97500.78125,93532.78125,92289.58125,95134.38125,95180.78125,94724.78125,94364.78125,93460.78125,96838.38125,101107.18125000001,101604.78125
-20.25,99335.98125000001,98755.18125000001,98126.38125,98129.58125,97867.18125000001,96665.58125,94316.78125,94795.18125000001,95598.38125,96116.78125,95831.98125000001,96529.58125,96950.38125,96361.58125,96583.98125000001,97014.38125,97177.58125,96748.78125,97070.38125,97167.98125000001,97150.38125,96569.58125,96111.98125000001,95932.78125,96071.98125000001,95980.78125,95836.78125,96004.78125,95892.78125,95510.38125,95703.98125000001,95375.98125000001,95131.18125000001,93670.38125,91745.58125,92111.98125000001,91798.38125,89871.98125000001,89195.18125000001,92303.98125000001,93132.78125,93551.98125000001,92609.58125,91207.98125000001,92507.18125000001,92515.18125000001,90719.98125000001,91519.98125000001,90225.58125,89567.98125000001,89638.38125,93737.58125,95180.78125,96414.38125,95089.58125,93027.18125000001,92323.18125000001,92435.18125000001,92132.78125,91486.38125,90923.18125000001,92655.98125000001,98279.98125000001,101487.98125000001,101619.18125000001
